"abra_license"	"dcra_num"	"trade_name"	"abra_class"	"abra_endorsements"	"abra_status"	"dcra_status"	"category"	"dcra_start"	"dcra_exp"	"dcra_issue"	"address"	"city"	"state"	"zip"	"ward"	"anc"	"mpd_dist"	"lat"	"lng"
"ABRA-060391"	"50001921"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"3000 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3C"	"SECOND"	"38.929893"	"-77.055565"
	"53002763"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1801 COLUMBIA ROAD NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.922729"	"-77.042967"
"ABRA-086254"	"39409100"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1301 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.907611"	"-77.041963"
"ABRA-060467"	"41005619"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1600 U STREET NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"THIRD"	"38.916848"	"-77.037038"
	"39304069"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1501 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.910525"	"-77.043688"
	"39400955"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1700 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"SECOND"	"38.912759"	"-77.045587"
"ABRA-072037"	"39707073"	"STARBUCKS CORPORATION"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"5185 MACARTHUR BOULEVARD NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3D"	"SECOND"	"38.926736"	"-77.102729"
	"39604396"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"3122 M STREET NW"	"WASHINGTON"	"DC"	"20007"	"2"	"2E"	"SECOND"	"38.904963"	"-77.061906"
	"39406148"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"4820 MASSACHUSETTS AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3D"	"SECOND"	"38.944521"	"-77.095545"
	"39806383"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"4513 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3F"	"SECOND"	"38.948369"	"-77.079506"
"ABRA-071564"	"41005491"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1001 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.902846"	"-77.038965"
"ABRA-060577"	"40005067"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1301 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.896377"	"-77.029953"
	"42000608"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1500 21ST STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.909783"	"-77.046829"
	"39502715"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1401 NEW YORK AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.899792"	"-77.032322"
"ABRA-001269"	"39503066"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1730 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.898737"	"-77.040228"
"ABRA-092808"	"39503066"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1730 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.898737"	"-77.040228"
	"39403687"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"325 7TH STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"6C"	"FIRST"	"38.894533"	"-77.021569"
	"50008128"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"2225 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20001"	"1"	"1B"	"THIRD"	"38.919728"	"-77.021547"
"ABRA-078307"	"50004381"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"555 11TH STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2C"	"FIRST"	"38.896693"	"-77.02665"
	"53001636"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1429 P STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.909877"	"-77.033099"
"ABRA-084688"	"53006643"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1600 K STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.902233"	"-77.036946"
	"41004727"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1455 K STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.902798"	"-77.034308"
	"41001541"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"2300 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20007"	"3"	"3B"	"SECOND"	"38.920133"	"-77.071763"
	"39403006"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"700 14TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.898589"	"-77.032362"
"ABRA-070520"	"66004197"	"STARBUCKS CORPORATION"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"500 NEW JERSEY AVENUE NW"	"WASHINGTON"	"DC"	"20001"	"6"	"6C"	"FIRST"	"38.896515"	"-77.01191"
	"41003946"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"239 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"		"6"	"6B"	"FIRST"	"38.887348"	"-77.002946"
	"931316000074"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-02-02T00:00:00.000Z"	"1304 F STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.89715"	"-77.030051"
	"931314000198"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"815 O STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"2C"	"THIRD"	"38.908748"	"-77.023311"
	"50000449"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"901 15TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.901623"	"-77.033117"
"ABRA-013994"	"50001921"	"STARBUCKS CORPORATION"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"3000 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3C"	"SECOND"	"38.929893"	"-77.055565"
"ABRA-016425"	"50001921"	"STARBUCKS CORPORATION"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"3000 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3C"	"SECOND"	"38.929893"	"-77.055565"
"ABRA-060391"	"50001921"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"3000 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3C"	"SECOND"	"38.929893"	"-77.055565"
"ABRA-014553"	"40004832"	"STARBUCKS CORPORATION"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"3301 NEW MEXICO AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3D"	"SECOND"	"38.933641"	"-77.085182"
	"53002763"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1801 COLUMBIA ROAD NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.922729"	"-77.042967"
"ABRA-086254"	"39409100"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1301 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.907611"	"-77.041963"
"ABRA-060467"	"41005619"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1600 U STREET NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"THIRD"	"38.916848"	"-77.037038"
	"39304069"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1501 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.910525"	"-77.043688"
	"39400955"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1700 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"SECOND"	"38.912759"	"-77.045587"
	"39806383"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"4513 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3F"	"SECOND"	"38.948369"	"-77.079506"
	"39406148"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"4820 MASSACHUSETTS AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3D"	"SECOND"	"38.944521"	"-77.095545"
	"39604396"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"3122 M STREET NW"	"WASHINGTON"	"DC"	"20007"	"2"	"2E"	"SECOND"	"38.904963"	"-77.061906"
"ABRA-072037"	"39707073"	"STARBUCKS CORPORATION"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"5185 MACARTHUR BOULEVARD NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3D"	"SECOND"	"38.926736"	"-77.102729"
"ABRA-071564"	"41005491"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1001 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.902846"	"-77.038965"
	"39502715"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1401 NEW YORK AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.899792"	"-77.032322"
"ABRA-060577"	"40005067"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1301 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.896377"	"-77.029953"
"ABRA-001269"	"39503066"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1730 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.898737"	"-77.040228"
"ABRA-092808"	"39503066"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1730 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.898737"	"-77.040228"
	"42000608"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1500 21ST STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.909783"	"-77.046829"
"ABRA-078307"	"50004381"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"555 11TH STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2C"	"FIRST"	"38.896693"	"-77.02665"
	"50008128"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"2225 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20001"	"1"	"1B"	"THIRD"	"38.919728"	"-77.021547"
	"39403687"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"325 7TH STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"6C"	"FIRST"	"38.894533"	"-77.021569"
	"41001541"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"2300 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20007"	"3"	"3B"	"SECOND"	"38.920133"	"-77.071763"
	"39403006"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"700 14TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.898589"	"-77.032362"
"ABRA-070520"	"66004197"	"STARBUCKS CORPORATION"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"500 NEW JERSEY AVENUE NW"	"WASHINGTON"	"DC"	"20001"	"6"	"6C"	"FIRST"	"38.896515"	"-77.01191"
"ABRA-084688"	"53006643"	"STARBUCKS CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1600 K STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.902233"	"-77.036946"
	"53001636"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1429 P STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.909877"	"-77.033099"
	"931314000198"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"815 O STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"2C"	"THIRD"	"38.908748"	"-77.023311"
	"41004727"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1455 K STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.902798"	"-77.034308"
	"41003946"	"STARBUCKS CORPORATION"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"239 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"		"6"	"6B"	"FIRST"	"38.887348"	"-77.002946"
"ABRA-092159"	"68007437"	"STARBUCKS CORPORATION #7865"	"C"		"Safekeeping"	"ACTIVE"	"Restaurant"	"2014-11-01T00:00:00.000Z"	"2016-10-31T00:00:00.000Z"	"2014-09-12T00:00:00.000Z"	"1250 U STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.916709"	"-77.029035"
"ABRA-087920"	"931315000191"	"Starbucks Corporation; Starbucks Coffee #23466"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-06-01T00:00:00.000Z"	"2017-05-31T00:00:00.000Z"	"2015-06-24T00:00:00.000Z"	"1000 H STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2C"	"FIRST"	"38.899341"	"-77.026488"
"ABRA-060438"	"41005579"	"STARBUCKS CORPPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"701 9TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2C"	"FIRST"	"38.899072"	"-77.02344"
"ABRA-060438"	"41005579"	"STARBUCKS CORPPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"701 9TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2C"	"FIRST"	"38.899072"	"-77.02344"
"ABRA-088243"	"931313000167"	"STARR RESTAURANT ORGANIZATION LP"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-25T00:00:00.000Z"	"1601 14TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2F"	"THIRD"	"38.911372"	"-77.031606"
"ABRA-007930"	"50004914"	"STEAKS UNLIMITED INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"1609 17TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"THIRD"	"38.911597"	"-77.038219"
"ABRA-007930"	"50004914"	"STEAKS UNLIMITED INC"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"1609 17TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"THIRD"	"38.911597"	"-77.038219"
	"64003388"	"STEAM CAFE"				"ACTIVE"	"Restaurant"	"2014-10-01T00:00:00.000Z"	"2016-09-30T00:00:00.000Z"	"2014-10-08T00:00:00.000Z"	"1700 17TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"THIRD"	"38.912869"	"-77.038855"
"ABRA-094011"	"931314000214"	"STEEL PLATE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-05-10T00:00:00.000Z"	"3523 12TH STREET NE"	"WASHINGTON"	"DC"	"20017"	"5"	"5A"	"FIFTH"	"38.933238"	"-76.990775"
"ABRA-094011"	"931314000214"	"STEEL PLATE"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-11T00:00:00.000Z"	"3523 12TH STREET NE"	"WASHINGTON"	"DC"	"20017"	"5"	"5A"	"FIFTH"	"38.933238"	"-76.990775"
	"931313000048"	"STELLAR RESTAURANT GROUP"				"ACTIVE"	"Restaurant"	"2014-11-01T00:00:00.000Z"	"2016-10-31T00:00:00.000Z"	"2014-10-24T00:00:00.000Z"	"1029 19TH STREET NW"	"WASHINGTON"	"DC"		"2"	"2B"	"SECOND"	"38.902871"	"-77.043354"
	"70109175"	"STEVEN SHIN"				"ACTIVE"	"Restaurant"	"2014-11-01T00:00:00.000Z"	"2016-10-31T00:00:00.000Z"	"2014-10-17T00:00:00.000Z"	"1250 I STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.900988"	"-77.029237"
"ABRA-074960"	"931314000172"	"STONEFISH GRILL & LOUNGE"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-03-18T00:00:00.000Z"	"1050 17TH STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.903363"	"-77.038826"
"ABRA-094562"	"931314000172"	"STONEFISH GRILL & LOUNGE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-03-18T00:00:00.000Z"	"1050 17TH STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.903363"	"-77.038826"
"ABRA-074960"	"931314000172"	"STONEFISH GRILL & LOUNGE"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-03-18T00:00:00.000Z"	"1050 17TH STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.903363"	"-77.038826"
"ABRA-094562"	"931314000172"	"STONEFISH GRILL & LOUNGE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-03-18T00:00:00.000Z"	"1050 17TH STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.903363"	"-77.038826"
"ABRA-091608"	"931314000045"	"STONEY'S ON L"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-11-01T00:00:00.000Z"	"2017-10-31T00:00:00.000Z"	"2015-10-08T00:00:00.000Z"	"2101 L STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904003"	"-77.04688"
"ABRA-092362"	"931314000045"	"STONEY'S ON L"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-11-01T00:00:00.000Z"	"2017-10-31T00:00:00.000Z"	"2015-10-08T00:00:00.000Z"	"2101 L STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904003"	"-77.04688"
"ABRA-073165"	"66001467"	"STRATHROY PARK CORP"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-04T00:00:00.000Z"	"1201 NEW YORK AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.901013"	"-77.028546"
"ABRA-088527"	"931314000083"	"STUBS LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"1401 T STREET NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"THIRD"	"38.915711"	"-77.032287"
